Delivery Challan ID,Challan Date,Delivery Challan Number,Challan Type,Status,Invoice Status,Branch ID,Branch Name,Customer ID,Customer Name,Place of Supply,GST Treatment,GST Identification Number (GSTIN),Is Inclusive Tax,Template Name,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Entity Discount Amount,Entity Discount Percent,Item Name,MRP,Product ID,SKU,Kit Combo Item Name,Account,Item Desc,QuantityOrdered,QuantityInvoiced,Usage unit,Item Price,Discount,Discount Amount,HSN/SAC,Is Tax Calculated on Label Price,Warehouse Name,Supply Type,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type,Item Tax Authority,Item Tax Exemption Reason,Item Type,Loaction,Item Total,SubTotal,Total,Item.CF.No of pcs in Master carton,CF.Dispatched Through,CF.Tracking No,CF.Send By
99381000005262017,2022-04-30,DC-00367,others,Draft,,99381000000098082,Cochin,99381000002072057,Mathi Scales,TN,business_gst,33AANFM5279L1ZO,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,AC Cord wire CPU Cord(3 yard),,99381000002008032,CW3X3,,Sales,,2.00,0.00,nos,62.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,22.32,ItemAmount,INTD,,goods,,124.00,124.00,146.00,,Amal Assosiate,,Teslin
99381000005274021,2022-05-05,DC-00368,others,Draft,,99381000003083031,Head Office,99381000002173957,SAI SYSTEM AND SERVICES,TN,business_gst,33ACCFS3099K1ZT,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W DOT  MATRIX DISPLAY,,99381000001687432,ECS826,,Sales,,1.00,0.00,nos,750.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,135.00,ItemAmount,INTD,,goods,,750.00,750.00,885.00,,Amal Assosiate,,Teslin
99381000005274031,2022-05-05,DC-00369,others,Draft,,99381000003083031,Head Office,99381000005236944,VAIYAPURI AND COMPANY,TN,business_gst,33AIDPV6890Q1ZA,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Bench PLT Display Front & Back,,99381000004416001,BPDFB,,Sales,,1.00,0.00,nos,245.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,44.10,ItemAmount,INTD,,goods,,245.00,245.00,289.00,,Amal Assosiate,,Teslin
99381000005294059,2022-05-10,DC-00370,others,Draft,,99381000003083031,Head Office,99381000000036062,TRAVANCORE SCALES SERVICES,KL,business_gst,32APBPN7027C2ZD,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W PRINTER ROLLER WITH HEAD,,99381000002008253,ECS820,,Sales,,1.00,0.00,nos,2200.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,396.00,Tax Group,,,goods,,2200.00,3000.00,3540.00,,Amal Assosiate,,Teslin
99381000005294059,2022-05-10,DC-00370,others,Draft,,99381000003083031,Head Office,99381000000036062,TRAVANCORE SCALES SERVICES,KL,business_gst,32APBPN7027C2ZD,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W DISPLAY BACK,,99381000000306351,ECS809,,Sales,,1.00,0.00,nos,800.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,144.00,Tax Group,,,goods,,800.00,3000.00,3540.00,,Amal Assosiate,,Teslin
99381000005294073,2022-05-10,DC-00371,others,Draft,,99381000003083031,Head Office,99381000000309611,KRAUS INSTRUMENTS,KL,business_gst,32AASFK0676Q1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Q9LBL PRINTER,,99381000001663305,Q9702,,Sales,,3.00,0.00,nos,6500.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,3510.00,Tax Group,,,goods,,19500.00,19500.00,23010.00,,Amal Assosiate,,Teslin
99381000005304033,2022-05-12,DC-00372,Job Work,Draft,,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,DIGITAL KITCHEN SCALE,,99381000003586686,EK6005,,Sales,"Make : YESWEIGH Model :YSK-5
Capacity : 5kg e : 0.1g
",10.00,0.00,nos,450.00,0.00,0.0,84238190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,810.00,Tax Group,,,goods,,4500.00,8000.00,9440.00,,APS,,Eldho
99381000005304033,2022-05-12,DC-00372,Job Work,Draft,,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,ELECTRONIC PLATFORM SCALE,,99381000003880539,PLT4050,,Sales,"Model : YSP PC Capacity: 200kg/300kg e: 20g/50g Min : 1kg
Size : 40*50 cm, Display : LED (Red), With Back Rail",1.00,0.00,nos,3500.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,630.00,Tax Group,,,goods,,3500.00,8000.00,9440.00,,APS,,Eldho
99381000005356027,2022-05-19,DC-00373,others,Draft,,99381000003083031,Head Office,99381000003416003,MASTER PACK & EQUIPMENTS,KL,business_gst,32AASFM6894L1ZE,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,K12 -MOTHER BOARD,,99381000001867233,K1201,,Sales,,1.00,0.00,,300.00,0.00,0.0,90319000,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,54.00,Tax Group,,,goods,,300.00,300.00,354.00,,Amal Assosiate,,Teslin
99381000005356069,2022-05-19,DC-00374,others,Draft,,99381000003083031,Head Office,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ATM/BENCH PC MOTHER BOARD,,99381000000313080,BPC114,,Sales,,1.00,0.00,nos,150.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,27.00,Tax Group,,,goods,,150.00,150.00,177.00,,Amal Assosiate,,Teslin
99381000005381042,2022-05-23,DC-00375,others,Draft,,99381000000098082,Cochin,99381000000151001,Dynamic Enterprises,KL,business_gst,32ATJPS7075B1ZN,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,,,,,,Sales,DY5030 KEYPAD,24.00,0.00,,150.00,0.00,0.0,84239020,FALSE,,Taxable,99381000000006208,GST18,18.000000,648.00,Tax Group,,,service,,3600.00,7800.00,9204.00,,APS,,Eldho
99381000005381042,2022-05-23,DC-00375,others,Draft,,99381000000098082,Cochin,99381000000151001,Dynamic Enterprises,KL,business_gst,32ATJPS7075B1ZN,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,,,,,,Sales,DY5030 MOTHERBOARD,24.00,0.00,,175.00,0.00,0.0,84239020,FALSE,,Taxable,99381000000006208,GST18,18.000000,756.00,Tax Group,,,service,,4200.00,7800.00,9204.00,,APS,,Eldho
99381000005378127,2022-05-23,DC-00376,others,Draft,,99381000003083031,Head Office,99381000004727031,Archlight Instruments ,MH,business_gst,27DOAPK1249Q1ZJ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W DOT  MATRIX DISPLAY,,99381000001687432,ECS826,,Sales,,1.00,0.00,nos,750.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,135.00,ItemAmount,INTD,,goods,,750.00,750.00,885.00,,Amal Assosiate,,Teslin
99381000005413073,2022-05-27,DC-00377,others,Draft,,99381000003083031,Head Office,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,CHOTTU MOTHERBOARD - 99MB 6V,,99381000001165607,CH602,,Sales,,4.00,0.00,nos,210.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,151.20,Tax Group,,,goods,,840.00,840.00,991.00,,Amal Assosiate,,Teslin
99381000005413083,2022-05-27,DC-00378,others,Draft,,99381000003083031,Head Office,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W MOTHER BOARD,,99381000000306276,ECS815,,Sales,,1.00,0.00,pcs,6900.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,1242.00,Tax Group,,,goods,,6900.00,14100.00,16638.00,,Amal Assosiate,,Teslin
99381000005413083,2022-05-27,DC-00378,others,Draft,,99381000003083031,Head Office,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Q8LBL MOTHERBOARD,,99381000001687423,Q8622,,Sales,,1.00,0.00,nos,7200.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,1296.00,Tax Group,,,goods,,7200.00,14100.00,16638.00,,Amal Assosiate,,Teslin
99381000005423009,2022-05-27,DC-00379,others,Draft,,99381000000098082,Cochin,99381000002721037,YES YES TECHNOLOGIES,TN,business_gst,33ALPPM6864J1ZH,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W DOT  MATRIX DISPLAY,,99381000001687432,ECS826,,Sales,,1.00,0.00,nos,750.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,135.00,ItemAmount,INTD,,goods,,750.00,750.00,885.00,,Amal Assosiate,,Biju B
99381000005448554,2022-05-31,DC-00380,others,Draft,,99381000003083031,Head Office,99381000000116459,SANIA SYSTEMS,KA,business_gst,29ABSFS3566Q1ZW,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Bench Green Front & Back Display,,99381000004929452,BGC204,,Sales,Red   Display,5.00,0.00,nos,245.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,220.50,ItemAmount,INTD,,goods,,1225.00,3025.00,3570.00,,ST courier ,,Teslin
99381000005448554,2022-05-31,DC-00380,others,Draft,,99381000003083031,Head Office,99381000000116459,SANIA SYSTEMS,KA,business_gst,29ABSFS3566Q1ZW,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Bench Green Motherboard,,99381000004929443,BGC203,,Sales,,10.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,324.00,ItemAmount,INTD,,goods,,1800.00,3025.00,3570.00,,ST courier ,,Teslin
99381000005448566,2022-05-31,DC-00381,others,Draft,,99381000003083031,Head Office,99381000003493071,YESWEIGH SOLUTIONS LLP,KL,business_gst,32AACFY7757L1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Loadcell 500 kg 25 x25- 40 mm 4 HOLE,,99381000002001119,LC500,,Sales,,1.00,0.00,nos,410.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,73.80,Tax Group,,,goods,,410.00,410.00,484.00,,ST courier ,,Teslin
99381000005455001,2022-05-31,DC-00382,Job Work,Draft,,99381000000098082,Cochin,99381000000832003,MANUKRISHNA SCALE AGENCY,TN,business_gst,33AFFPR2059J1ZC,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Price Computing scale,,99381000000016031,ATMPC,,Sales,"Make: YESWEIGH  Model:YSP-20
Max:20kg  e:2g  Min:40g  Class:III",1.00,0.00,nos,1880.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,338.40,ItemAmount,INTD,,goods,,1880.00,1880.00,2218.00,,APS,,Biju B
99381000005459267,2022-06-01,DC-00383,others,Draft,,99381000000098082,Cochin,99381000004249003,ACCURATE SOLUTIONS,TN,business_gst,33AIDPA7375F1ZK,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W PRINTER CASE,,99381000000306369,ECS806,,Sales,,1.00,0.00,nos,250.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,45.00,ItemAmount,INTD,,goods,,250.00,250.00,295.00,,ST courier ,,Teslin
99381000005459359,2022-06-01,DC-00384,others,Draft,,99381000000098082,Cochin,99381000002672003,Diamond Weighing Systems Private Limited,TS,business_gst,36AAICD2482N1Z7,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,,,,,,Sales,PaperRoll,10.00,0.00,,135.00,0.00,0.0,84239020,FALSE,,Taxable,99381000000006196,IGST18,18.000000,243.00,ItemAmount,INTD,,service,,1350.00,1350.00,1593.00,,Amal Assosiate,,Teslin
99381000005475499,2022-06-07,DC-00385,others,Draft,,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ATM/BENCH PC MOTHER BOARD,,99381000000313080,BPC114,,Sales,,2.00,0.00,nos,150.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,54.00,Tax Group,,,goods,,300.00,300.00,354.00,,Amal Assosiate,,Teslin
99381000005489001,2022-06-07,DC-00386,others,Draft,,99381000000098082,Cochin,99381000005431005,Bhandarkar Equipments,GA,business_gst,30AAGFB9372G1ZL,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ATM PC FRONT DISPLAY BOARD,,99381000000313049,APC206,,Sales,,1.00,0.00,nos,130.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,23.40,ItemAmount,INTD,,goods,,130.00,130.00,153.00,,Amal Assosiate,,Teslin
99381000005498001,2022-06-08,DC-00387,others,Draft,,99381000000098082,Cochin,99381000004224116,ARYA SCALES - CALICUT,KL,business_gst,32APXPS4495R1ZI,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ATM JUNIOR FRONT DISPLAY (BI COLOR),,99381000001991051,AJFDBC,,Sales,,1.00,0.00,nos,150.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,27.00,Tax Group,,,goods,,150.00,150.00,177.00,,,,
99381000005505091,2022-06-09,DC-00388,others,Draft,,99381000003083031,Head Office,99381000000116459,SANIA SYSTEMS,KA,business_gst,29ABSFS3566Q1ZW,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W PRINTER ROLLER WITH HEAD,,99381000002008253,ECS820,,Sales,,1.00,0.00,nos,2200.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,396.00,ItemAmount,INTD,,goods,,2200.00,2200.00,2596.00,,Amal Assosiate,,Teslin
99381000005505101,2022-06-09,DC-00389,others,Draft,,99381000003083031,Head Office,99381000000309611,KRAUS INSTRUMENTS,KL,business_gst,32AASFK0676Q1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Q8LBL MOTHERBOARD,,99381000001687423,Q8622,,Sales,,6.00,0.00,nos,0.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,Amal Assosiate,,Teslin
99381000005510521,2022-06-10,DC-00390,others,Draft,,99381000000098082,Cochin,99381000002549012,ROYAL SCALES,KL,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Electronic cash register,,99381000000194004,ECR,,Sales,,1.00,0.00,nos,600.00,0.00,0.0,84701000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,108.00,Tax Group,,,goods,,600.00,600.00,708.00,,APS,,Teslin
99381000005546027,2022-06-14,DC-00391,others,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Platform scale -Bench,,99381000004179810,DY5030,,Sales,"Size : 30*34 Max: 50kg e: 5g
Dual display, LED RED display
",1.00,0.00,nos,1000.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,180.00,Tax Group,,,goods,,1000.00,1000.00,1180.00,,,,
99381000005549007,2022-06-15,DC-00392,others,Draft,,99381000003083031,Head Office,99381000001357152,Bharath Scale-Kasargod,KL,business_gst,32CXGPR5017M1Z8,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Loadcell 500 kg 25 x25- 40 mm 4 HOLE,,99381000002001119,LC500,,Sales,,1.00,0.00,nos,410.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,73.80,Tax Group,,,goods,,410.00,410.00,484.00,,Amal Assosiate,,Teslin
99381000005549027,2022-06-15,DC-00393,others,Draft,,99381000003083031,Head Office,99381000002020003,S.R INSTRUMENTS,MH,business_gst,27BGPPP3486B1Z2,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,,,,,,Sales,Platform 400x400 ss motherboard,1.00,0.00,,150.00,0.00,0.0,84239020,FALSE,,Taxable,99381000000006196,IGST18,18.000000,27.00,ItemAmount,INTD,,service,,150.00,150.00,177.00,,Amal Assosiate,,Teslin
99381000005563097,2022-06-17,DC-00394,others,Draft,,99381000003083031,Head Office,99381000000154574,TAKYON SYSTEMS,KL,business_gst,32AANFT0176D1ZE,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Loadcell 40 kg: 130 mm,,99381000002001031,LKM401,,Sales,,100.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,3240.00,Tax Group,,,goods,,18000.00,36000.00,42480.00,,APS,,Teslin
99381000005563097,2022-06-17,DC-00394,others,Draft,,99381000003083031,Head Office,99381000000154574,TAKYON SYSTEMS,KL,business_gst,32AANFT0176D1ZE,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Loadcell 80 kg:130mm,,99381000002001040,LK8013,,Sales,,100.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,3240.00,Tax Group,,,goods,,18000.00,36000.00,42480.00,,APS,,Teslin
99381000005573368,2022-06-20,DC-00395,others,Draft,,99381000003083031,Head Office,99381000000017031,EXATA BALANCE CO,KL,business_gst,32AAGFE6830Q1Z4,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Bench Green Motherboard,,99381000004929443,BGC203,,Sales,,5.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,162.00,Tax Group,,,goods,,900.00,900.00,1062.00,,Amal Assosiate,,Teslin
99381000005619405,2022-06-27,DC-00396,others,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Platform Weighing Scale 40X50 SS,,99381000003938870,PFPC40X50SS,,Sales,"Make:YESWEIGH Model : YSP PC
Max : 100kg  e: 10g Min :200gm
Class: III",2.00,0.00,nos,6000.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,2160.00,Tax Group,,,goods,,12000.00,12950.00,15281.00,,Customer Pick,,Shalima KT
99381000005619405,2022-06-27,DC-00396,others,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Indicator,,99381000005590121,IND202,,Sales,Display : Red ,1.00,0.00,nos,950.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,171.00,Tax Group,,,goods,,950.00,12950.00,15281.00,,Customer Pick,,Shalima KT
99381000005621017,2022-06-27,DC-00397,Job Work,Draft,,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SIMPLE VALUE COUNTING MACHINE ECONOMIC,,99381000004261110,VALUECOUNTER,,Sales,,12.00,0.00,nos,3450.00,0.00,0.0,84729090,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,7452.00,Tax Group,,,goods,,41400.00,41400.00,48852.00,,APS,,Eldho
99381000005619553,2022-06-27,DC-00398,others,Draft,,99381000000098082,Cochin,99381000002173957,SAI SYSTEM AND SERVICES,TN,business_gst,33ACCFS3099K1ZT,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W DISPLAY BACK,,99381000000306351,ECS809,,Sales,,1.00,0.00,nos,800.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,144.00,ItemAmount,INTD,,goods,,800.00,800.00,944.00,,ST courier ,,Biju B
99381000005622048,2022-06-27,DC-00399,others,Draft,,99381000000098082,Cochin,99381000005622017,TULA BHAVAN,KL,business_gst,32AABFT3237F1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Platform Weighing Scale 40X50 SS,,99381000003938870,PFPC40X50SS,,Sales,"Make:YESWEIGH Model : YSP PC
Max : 100kg  e: 10g Min :200gm
Class: III",1.00,0.00,nos,6750.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1215.00,Tax Group,,,goods,,6750.00,6750.00,7965.00,,Customer Pick,,Athira Sankar
99381000005619879,2022-06-27,DC-00400,others,Draft,,99381000000098082,Cochin,99381000005371005,M/S Sunati Enterprise,TR,business_gst,16ADWFS2154E1ZU,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Bench Green Motherboard,,99381000004929443,BGC203,,Sales,,2.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,64.80,ItemAmount,INTD,,goods,,360.00,360.00,425.00,,ST courier ,,Teslin
99381000005638021,2022-06-28,DC-00401,others,Draft,,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,SIMPLE VALUE COUNTING MACHINE ECONOMIC,,99381000004261110,VALUECOUNTER,,Sales,,5.00,0.00,nos,3450.00,0.00,0.0,84729090,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3105.00,Tax Group,,,goods,,17250.00,17250.00,20355.00,,APS,,Eldho
99381000005655026,2022-06-30,DC-00402,Job Work,Draft,,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,SIMPLE VALUE COUNTING MACHINE ECONOMIC,,99381000004261110,VALUECOUNTER,,Sales,,8.00,0.00,nos,3450.00,0.00,0.0,84729090,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,4968.00,Tax Group,,,goods,,27600.00,27600.00,32568.00,,APS,,Eldho
99381000005655042,2022-06-30,DC-00403,Job Work,Draft,,99381000000098082,Cochin,99381000000151001,Dynamic Enterprises,KL,business_gst,32ATJPS7075B1ZN,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,,,,,,Sales,PLASTIC HOLDER,100.00,0.00,,50.00,0.00,0.0,84239020,FALSE,,Taxable,99381000000006208,GST18,18.000000,900.00,Tax Group,,,service,,5000.00,5000.00,5900.00,,APS,,Eldho
99381000005692055,2022-07-04,DC-00404,others,Draft,,99381000000098082,Cochin,99381000001405057,PRISM WEIGHING INSTRUMENTS,KL,business_gst,32AGKPC2008A1ZG,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Loadcell 200KG 3 HOLE,,99381000002001079,LH2003,,Sales,,2.00,0.00,nos,280.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,100.80,Tax Group,,,goods,,560.00,560.00,661.00,,Amal Assosiate,,Teslin
99381000005695102,2022-07-05,DC-00405,others,Draft,,99381000000098082,Cochin,99381000000017031,EXATA BALANCE CO,KL,business_gst,32AAGFE6830Q1Z4,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,,,,,,Sales,OEM Bench motherboard,30.00,0.00,,76.00,0.00,0.0,84238290,FALSE,,Taxable,99381000000006208,GST18,18.000000,410.40,Tax Group,,,service,,2280.00,2280.00,2690.00,,Amal Assosiate,,Biju B
99381000005692178,2022-07-05,DC-00406,others,Draft,,99381000000098082,Cochin,99381000000136578,DIGITAL SCALE,KL,business_gst,32AOLPN0287R2ZA,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,,,,,,Sales,OEM Bench Motherboard,50.00,0.00,,76.00,0.00,0.0,84238290,FALSE,,Taxable,99381000000006208,GST18,18.000000,684.00,Tax Group,,,service,,3800.00,3800.00,4484.00,,Amal Assosiate,,Athira Sankar
99381000005695112,2022-07-05,DC-00407,others,Draft,,99381000000098082,Cochin,99381000000011562,THRASCO SOLUTIONS,KL,consumer,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,,,,,,Sales,OEM Bench Motherbard,25.00,0.00,,76.00,0.00,0.0,84239020,FALSE,,Taxable,99381000000006208,GST18,18.000000,342.00,Tax Group,,,service,,1900.00,1900.00,2242.00,,Amal Assosiate,,Biju B
99381000005695122,2022-07-05,DC-00408,others,Draft,,99381000000098082,Cochin,99381000001660179,NOVA SCALES,KA,business_gst,29BUEPS5447J1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,,,,,,Sales,OEM Bench Motherboard,20.00,0.00,,76.00,0.00,0.0,84239020,FALSE,,Taxable,99381000000006196,IGST18,18.000000,273.60,ItemAmount,INTD,,service,,1520.00,1520.00,1794.00,,Amal Assosiate,,Biju B
